Lokasi,Titik Koordinat,Kondisi,Jenis PJU,Jenis Tiang,Jenis Lampu,Latitude,Longitude,Kondisi_Biner,geometry,index_right,Kecamatan_Final
"Jl burahol,Cikunir,Singaparna",-7.351704 108.153422,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.351704,108.153422,0,POINT (108.153422 -7.351704),23.0,Singaparna
"Gn lingga jln dekat makam,Cikunir,Singaparna",-7.348628 108.153943,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.348628,108.153943,0,POINT (108.153943 -7.348628),23.0,Singaparna
"Jl gn lingga,Cikunir,Singaparna",-7.347744 108.154031,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.347744,108.154031,0,POINT (108.154031 -7.347744),23.0,Singaparna
"Kp gn lingga,Cikunir,Singaparna",-7.347624 108.153956,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.347624,108.153956,0,POINT (108.153956 -7.347624),23.0,Singaparna
"Pamempek kp kb,Cikunir,Singaparna",-7.350720 108.147870,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.35072,108.14787,0,POINT (108.14787 -7.35072),23.0,Singaparna
"Jln sudimampir,Cikunir,Singaparna",-7.344243 108.147075,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.344243,108.147075,0,POINT (108.147075 -7.344243),23.0,Singaparna
"Jln sudimampir belokan,Cikunir,Singaparna",-7.345544 108.149574,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.345544,108.149574,0,POINT (108.149574 -7.345544),23.0,Singaparna
"Perum Margamulya,Cikunir,Singaparna",-7.3348772 108.1515545,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3348772,108.1515545,0,POINT (108.1515545 -7.3348772),23.0,Singaparna
"Perum Margamulya,Cikunir,Singaparna",-7.3346554 108.1518726,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3346554,108.1518726,0,POINT (108.1518726 -7.3346554),23.0,Singaparna
"Jln Sukarame,Sukarame,Singaparna",-7.3608439 108.1282809,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3608439,108.1282809,0,POINT (108.1282809 -7.3608439),25.0,Sukarame
"Jln Sukarame,Sukarame,Singaparna",-7.3607634 108.1287067,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3607634,108.1287067,0,POINT (108.1287067 -7.3607634),25.0,Sukarame
"Jln Sukarame,Sukarame,Singaparna",-7.3603248 108.1206497,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3603248,108.1206497,0,POINT (108.1206497 -7.3603248),23.0,Singaparna
"Jln Sukarame,Sukarame,Singaparna",-7.3607055 108.1300009,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3607055,108.1300009,0,POINT (108.1300009 -7.3607055),25.0,Sukarame
"Jl Raya Cikiray ,Cikiray ,Singaparna",-7.349511 108.113781,Baik,PJU Konvensional,Tiang Stang,SON T,-7.349511,108.113781,0,POINT (108.113781 -7.349511),23.0,Singaparna
"KUDANG SIMPANG TIGA ,CIPAKAT,Singaparna",-7.349500 108.120015,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3495,108.120015,0,POINT (108.120015 -7.3495),23.0,Singaparna
"Kp CISARO ,CIPAKAT ,Singaparna",-7.350728 108.121318,Baik,PJU Konvensional,Tiang Stang,SON T,-7.350728,108.121318,0,POINT (108.121318 -7.350728),23.0,Singaparna
"Kp CISARO ,CIPAKAT ,Singaparna",-7.350053 108.122178,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.350053,108.122178,0,POINT (108.122178 -7.350053),23.0,Singaparna
"Cilampung Hilir ,CILAMPUNG HILIR ,Singaparna",-7.340670 108.121688,Baik,PJU Konvensional,Tiang Stang,SON T,-7.34067,108.121688,0,POINT (108.121688 -7.34067),28.0,Padakembang
"CILAMPUNG HILIR ,CILAMPUNG HILIR ,Singaparna",-7.337453 108.121379,Baik,PJU Konvensional,Tiang Stang,SON T,-7.337453,108.121379,0,POINT (108.121379 -7.337453),28.0,Padakembang
"CILAMPUNG HILIR ,CILAMPUNG HILIR ,Singaparna",-7.336860 108.121347,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.33686,108.121347,0,POINT (108.121347 -7.33686),28.0,Padakembang
"CILAMPUNG HILIR ,CILAMPUNG HILIR ,Singaparna",-7.337233 108.120250,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.337233,108.12025,0,POINT (108.12025 -7.337233),28.0,Padakembang
"Cigorowek,Cintaraja,Singaparna",-7.350656 108.133659,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.350656,108.133659,0,POINT (108.133659 -7.350656),23.0,Singaparna
"Cigorowek ,Cintaraja ,Singaparna",-7.350656 108.133659,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.350656,108.133659,0,POINT (108.133659 -7.350656),23.0,Singaparna
"Jl perum borolong indah,Cintaraja ,Singaparna",-7.348624 108.131896,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.348624,108.131896,0,POINT (108.131896 -7.348624),28.0,Padakembang
"Jl perum borolong indah ,Cintaraja ,Singaparna",-7.348042 108.132391,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.348042,108.132391,0,POINT (108.132391 -7.348042),28.0,Padakembang
"Sukamulih,Cintaraja ,Singaparna",-7.350771 108.135137,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.350771,108.135137,0,POINT (108.135137 -7.350771),23.0,Singaparna
"Kp Babakan cigorowek cintaraja ,Cintaraja ,Singaparna",-7.349560 108.135464,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.34956,108.135464,0,POINT (108.135464 -7.34956),23.0,Singaparna
"Citeureup ,Cintaraja ,Singaparna",-7.351001 108.135837,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.351001,108.135837,0,POINT (108.135837 -7.351001),23.0,Singaparna
"Jl sukarame lompong,Cintaraja,Singaparna",-7.3530547 108.1405651,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3530547,108.1405651,0,POINT (108.1405651 -7.3530547),23.0,Singaparna
"RUHIAT ,CIPAKAT ,Singaparna",-7.347445 108.129318,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.347445,108.129318,0,POINT (108.129318 -7.347445),23.0,Singaparna
"Cihaur ,CIPAKAT ,Singaparna",-7.346844 108.129269,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.346844,108.129269,0,POINT (108.129269 -7.346844),23.0,Singaparna
"Kp gunung singugu,Sukaasih ,Singaparna",-7.366859 108.126368,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.366859,108.126368,0,POINT (108.126368 -7.366859),23.0,Singaparna
"Kp ciseda,Sukaasih ,Singaparna",-7.364152 108.121746,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.364152,108.121746,0,POINT (108.121746 -7.364152),23.0,Singaparna
"Jl anggaraja,Ci kunir,Singaparna",-7.3604116 108.1545072,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3604116,108.1545072,0,POINT (108.1545072 -7.3604116),23.0,Singaparna
"Jl anggaraja ,Ci kunir,Singaparna",-7.3572447 108.1546957,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3572447,108.1546957,0,POINT (108.1546957 -7.3572447),23.0,Singaparna
"Jl angaraja ,Ci kunir,Singaparna",-7.3592032 108.1550688,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3592032,108.1550688,0,POINT (108.1550688 -7.3592032),23.0,Singaparna
"Pangkalan mesjid ,Ci kunir ,Singaparna",-7.3589901 108.1514066,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3589901,108.1514066,0,POINT (108.1514066 -7.3589901),23.0,Singaparna
"Jl Singaparna tintaraja,Cintaraja,Singaparna",-7.3330858 108.1311553,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3330858,108.1311553,0,POINT (108.1311553 -7.3330858),23.0,Singaparna
"Perum Karisma Residence,Cipakat,Singaparna",-7.3456614 108.1239207,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3456614,108.1239207,0,POINT (108.1239207 -7.3456614),23.0,Singaparna
"Perum Karisma Residence,Cipakat,Singaparna",-7.3462297 108.1242016,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3462297,108.1242016,0,POINT (108.1242016 -7.3462297),23.0,Singaparna
"Perum Cintaraja,Cintaraja,Singaparna",-7.3428905 108.1415736,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3428905,108.1415736,0,POINT (108.1415736 -7.3428905),23.0,Singaparna
"Perum Cintaraja,Cintaraja,Singaparna",-7.3424352 108.1412618,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3424352,108.1412618,0,POINT (108.1412618 -7.3424352),23.0,Singaparna
"Perum Cintaraja,Cintaraja,Singaparna",-7.3430607 108.1420843,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3430607,108.1420843,0,POINT (108.1420843 -7.3430607),23.0,Singaparna
"Perum Cintaraja,Cintaraja,Singaparna",-7.3441348 108.1421215,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3441348,108.1421215,0,POINT (108.1421215 -7.3441348),23.0,Singaparna
"Perum Cintaraja,Cintaraja,Singaparna",-7.3445754 108.1423595,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3445754,108.1423595,0,POINT (108.1423595 -7.3445754),23.0,Singaparna
"Jln Singaparna,Cintaraja,Singaparna",-7.3448188 108.1428406,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3448188,108.1428406,0,POINT (108.1428406 -7.3448188),23.0,Singaparna
"Jln Singaparna,Cintaraja,Singaparna",-7.3449471 108.1424631,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.3449471,108.1424631,0,POINT (108.1424631 -7.3449471),23.0,Singaparna
"Km msrga mulya lndah regeney,Cikunir,Singaparna",-7.3345104 108.1508447,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3345104,108.1508447,0,POINT (108.1508447 -7.3345104),23.0,Singaparna
"Kp margamulya indag,Cikunir,Singaparna",-7.3345263 108.1501765,Baik,PJU Solar Cell,Tiang Stang,LED,-7.3345263,108.1501765,0,POINT (108.1501765 -7.3345263),23.0,Singaparna
"Kp margamulya indah,Cikunir,Singaparna",-7.3345975 108.1519320,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3345975,108.151932,0,POINT (108.151932 -7.3345975),23.0,Singaparna
"Prm cintaraka permai,Cintaraja,Singaparna",-7.344357 108.144356,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.344357,108.144356,0,POINT (108.144356 -7.344357),23.0,Singaparna
"Legok apu,Sukaherang,Singaparna",-7.351448 108.104245,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.351448,108.104245,0,POINT (108.104245 -7.351448),23.0,Singaparna
"Cimerah,Sukaherang,Singaparna",-7.350925 108.104579,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.350925,108.104579,0,POINT (108.104579 -7.350925),23.0,Singaparna
"Jl gunung kawung,Cikunir,Singaparna",-7.3337851 108.1500970,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3337851,108.150097,0,POINT (108.150097 -7.3337851),23.0,Singaparna
"Jl gunung kawung,Cikunir,Singaparna",-7.3349117 108.1501855,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3349117,108.1501855,0,POINT (108.1501855 -7.3349117),23.0,Singaparna
"Bojong koneng,Singasari,Singaparna",-7.358815 108.110051,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.358815,108.110051,0,POINT (108.110051 -7.358815),23.0,Singaparna
"Jln bojongkoneng,Singasari,Singaparna",-7.355291 108.110275,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.355291,108.110275,0,POINT (108.110275 -7.355291),23.0,Singaparna
"Bojongkoneng,Singasari,Singaparna",-7.356537 108.110282,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.356537,108.110282,0,POINT (108.110282 -7.356537),23.0,Singaparna
"Jln kalawagar,Singasari,Singaparna",-7.357761 108.110151,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.357761,108.110151,0,POINT (108.110151 -7.357761),23.0,Singaparna
"Perum rancapaku,Cintaraja,Singaparna",-7.332151 108.135919,Baik,PJU Solar Cell,Tiang Tunggal,Mercury,-7.332151,108.135919,0,POINT (108.135919 -7.332151),23.0,Singaparna
"Perum rancapaku,Cintaraja,Singaparna",-7.332151 108.135919,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.332151,108.135919,0,POINT (108.135919 -7.332151),23.0,Singaparna
"Kp.cimacan,Cintaraja,Singaparna",-7.339507 108.135730,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.339507,108.13573,0,POINT (108.13573 -7.339507),23.0,Singaparna
"Gn.kadu,Cintaraja,Singaparna",-7.348095 108.142302,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.348095,108.142302,0,POINT (108.142302 -7.348095),23.0,Singaparna
"Cidamar,Cintaraja,Singaparna",-7.351922 108.145022,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.351922,108.145022,0,POINT (108.145022 -7.351922),23.0,Singaparna
"Kp.gandrung,Cintaraja,Singaparna",-7.346878 108.141920,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.346878,108.14192,0,POINT (108.14192 -7.346878),23.0,Singaparna
"Parakan panjang,Sukaherang,Singaparna",-7.350042 108.086826,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.350042,108.086826,0,POINT (108.086826 -7.350042),26.0,Cigalontang
"Cikedokan,Singaparna,Singaparna",-7.346280 108.111134,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.34628,108.111134,0,POINT (108.111134 -7.34628),23.0,Singaparna
"Kawasan R.S kab.tasikmalaya,Cikunten,Singaparna",-7.358486 108.107410,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.358486,108.10741,0,POINT (108.10741 -7.358486),23.0,Singaparna
"Jl.kalawagar,Singasari,Singaparna",-7.355227 108.110307,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.355227,108.110307,0,POINT (108.110307 -7.355227),23.0,Singaparna
"Kp.sukatengah,Sukamulya,Singaparna",-7.357646 108.116501,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.357646,108.116501,0,POINT (108.116501 -7.357646),23.0,Singaparna
"Kp.sukatengah,Sukamulya,Singaparna",-7.358338 108.116182,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.358338,108.116182,0,POINT (108.116182 -7.358338),23.0,Singaparna
"Kalawagar,Singasari,Singaparna",-7.355730 108.110310,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.35573,108.11031,0,POINT (108.11031 -7.35573),23.0,Singaparna
"Cikunten,Cikunten,Singaparna",-7.362462 108.101840,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.362462,108.10184,0,POINT (108.10184 -7.362462),23.0,Singaparna
"Cicarulang,Cikunten,Singaparna",-7.360880 108.098135,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.36088,108.098135,0,POINT (108.098135 -7.36088),23.0,Singaparna
"Gunung ngeser,Cikunir,Singaparna",-7.3448041 108.1438072,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.3448041,108.1438072,0,POINT (108.1438072 -7.3448041),23.0,Singaparna
"Kp lompong sari,Cintaraja,Singaparna",-7.3529908 108.1413956,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3529908,108.1413956,0,POINT (108.1413956 -7.3529908),23.0,Singaparna
"Kp lima belas,Sukaherang,Singaparna",-7.3500161 108.1018337,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3500161,108.1018337,0,POINT (108.1018337 -7.3500161),23.0,Singaparna
"Perikanan darat,Cipakat,Singaparna",-7.354581 108.119824,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.354581,108.119824,0,POINT (108.119824 -7.354581),23.0,Singaparna
"Perikanan darat,Cipakat,Singaparna",-7.351568 108.121625,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.351568,108.121625,0,POINT (108.121625 -7.351568),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.361979 108.112613,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.361979,108.112613,0,POINT (108.112613 -7.361979),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.362444 108.112762,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.362444,108.112762,0,POINT (108.112762 -7.362444),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.362667 108.113061,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.362667,108.113061,0,POINT (108.113061 -7.362667),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.363032 108.113204,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.363032,108.113204,0,POINT (108.113204 -7.363032),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.363219 108.113626,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.363219,108.113626,0,POINT (108.113626 -7.363219),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.362824 108.113794,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.362824,108.113794,0,POINT (108.113794 -7.362824),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.362424 108.113678,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.362424,108.113678,0,POINT (108.113678 -7.362424),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.361952 108.113891,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.361952,108.113891,0,POINT (108.113891 -7.361952),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.361554 108.113567,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.361554,108.113567,0,POINT (108.113567 -7.361554),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.361492 108.110896,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.361492,108.110896,0,POINT (108.110896 -7.361492),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.361093 108.110962,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.361093,108.110962,0,POINT (108.110962 -7.361093),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.360567 108.111204,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.360567,108.111204,0,POINT (108.111204 -7.360567),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.360257 108.111513,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.360257,108.111513,0,POINT (108.111513 -7.360257),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.359975 108.111889,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.359975,108.111889,0,POINT (108.111889 -7.359975),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.360332 108.113344,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.360332,108.113344,0,POINT (108.113344 -7.360332),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.360624 108.113929,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.360624,108.113929,0,POINT (108.113929 -7.360624),23.0,Singaparna
Kawasan perkantoran Sukaasih Singaparna,-7.360075 108.113688,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.360075,108.113688,0,POINT (108.113688 -7.360075),23.0,Singaparna
Gn.kasur Cikunir Singaparna,-7.348103 108.148410,Baik,PJU Konvensional,Tiang Stang,SON T,-7.348103,108.14841,0,POINT (108.14841 -7.348103),23.0,Singaparna
Gn.pereng Cikunir Singaparna,-7.349266 108.148614,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.349266,108.148614,0,POINT (108.148614 -7.349266),23.0,Singaparna
Cibarengkok Cikunir Singaparna,-7.355089 108.150334,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.355089,108.150334,0,POINT (108.150334 -7.355089),23.0,Singaparna
Tarate Cintaraja Singaparna,-7.353770 108.146358,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.35377,108.146358,0,POINT (108.146358 -7.35377),23.0,Singaparna
"Babakan kaliki,jembatan Cikunir Singaparna",-7.349168 108.154250,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.349168,108.15425,0,POINT (108.15425 -7.349168),23.0,Singaparna
Sudi mampir Cikadongdong Singaparna,-7.350209 108.158647,Baik,PJU Konvensional,Tiang Stang,SON T,-7.350209,108.158647,0,POINT (108.158647 -7.350209),23.0,Singaparna
Burahol Cikadongdong Singaparna,-7.352674 108.153386,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.352674,108.153386,0,POINT (108.153386 -7.352674),23.0,Singaparna
Gn.heulang jembatan Cikadongdong Singaparna,-7.355435 108.154248,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.355435,108.154248,0,POINT (108.154248 -7.355435),23.0,Singaparna
Jl cikaleng Arjasari Singaparna,-7.3412006 108.1083974,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3412006,108.1083974,0,POINT (108.1083974 -7.3412006),27.0,Leuwisari
Jl cimaglid Singaparna Singaparna,-7.3446292 108.1113994,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3446292,108.1113994,0,POINT (108.1113994 -7.3446292),23.0,Singaparna
Jl pemda Sukamulya Singaparna,-7.3580800 108.1146731,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,-7.35808,108.1146731,1,POINT (108.1146731 -7.35808),23.0,Singaparna
CUKANGKAWUNG CUKANGKAWUNG Sodonghilir,-7.478653 108.0189762,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.478653,108.0189762,0,POINT (108.0189762 -7.478653),11.0,Sodonghilir
Tangkolo 1/3 lewidulang Lewidulang Sodonghilir,-7.460428 108.108338,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.460428,108.108338,0,POINT (108.108338 -7.460428),11.0,Sodonghilir
Kp cigintung Leuwi budah Sodonghilir,-7.463326 108.104831,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.463326,108.104831,0,POINT (108.104831 -7.463326),11.0,Sodonghilir
Cibingbin lewidulang Leuwidulang Sodonghilir,-7.459500 108.105094,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.4595,108.105094,0,POINT (108.105094 -7.4595),11.0,Sodonghilir
Citapen Leuwi budah Sodonghilir,-7.461819 108.112788,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.461819,108.112788,0,POINT (108.112788 -7.461819),11.0,Sodonghilir
Tangkolo Leuwidulang Sodonghilir,-7.460778 108.107778,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.460778,108.107778,0,POINT (108.107778 -7.460778),11.0,Sodonghilir
Kubang Leuwi budah Sodonghilir,-7.461513 108.112543,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.461513,108.112543,0,POINT (108.112543 -7.461513),11.0,Sodonghilir
Pasir salam Leuwi budah Sodonghilir,-7.467367 108.113102,Baik,PJU Konvensional,Tiang Stang,LED,-7.467367,108.113102,0,POINT (108.113102 -7.467367),11.0,Sodonghilir
Leuwidulang Leuwidulang Sodonghilir,-7.466054 108.113196,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,-7.466054,108.113196,1,POINT (108.113196 -7.466054),11.0,Sodonghilir
Ciririp10/5 pakalongan Pakalongan Sodonghilir,-7.470673 108.106482,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.470673,108.106482,0,POINT (108.106482 -7.470673),11.0,Sodonghilir
Nangewer Pakalongan Sodonghilir,-7.470840 108.107025,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,-7.47084,108.107025,1,POINT (108.107025 -7.47084),11.0,Sodonghilir
Kp nangawer pakalongan Pakalongan Sodonghilir,-7.471189 108.106894,Rusak Berat,PJU Konvensional,Tiang Stang,SON T,-7.471189,108.106894,1,POINT (108.106894 -7.471189),11.0,Sodonghilir
Babakan Pakalongan pakalongan Sodonghilir,-7.472244 108.108106,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,-7.472244,108.108106,1,POINT (108.108106 -7.472244),11.0,Sodonghilir
Kp ciriripan Pakalongan Sodonghilir,-7.472118 108.108400,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.472118,108.1084,0,POINT (108.1084 -7.472118),11.0,Sodonghilir
Pakalongan Babakan Pakalongan Sodonghilir,-7.470332 108.102905,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.470332,108.102905,0,POINT (108.102905 -7.470332),11.0,Sodonghilir
Canukur pakalongan Pakalongan Sodonghilir,-7.474562 108.110075,Baik,PJU Konvensional,Tiang Stang,SON T,-7.474562,108.110075,0,POINT (108.110075 -7.474562),11.0,Sodonghilir
Babakan pakalongan Sodonghilir,-7.474098 108.109659,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.474098,108.109659,0,POINT (108.109659 -7.474098),11.0,Sodonghilir
Pakalongan Kadu Dampit Pakalongan Sodonghilir,-7.482474 108.112096,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.482474,108.112096,0,POINT (108.112096 -7.482474),11.0,Sodonghilir
Gunung bubut Pakalongan Sodonghilir,-7.484117 108.107773,Rusak Ringan,PJU Konvensional,Tiang Tunggal,LED,-7.484117,108.107773,1,POINT (108.107773 -7.484117),11.0,Sodonghilir
Gunung bubut Pakalongan Sodonghilir,-7.483807 108.109004,Rusak Ringan,PJU Konvensional,Tiang Tunggal,LED,-7.483807,108.109004,1,POINT (108.109004 -7.483807),11.0,Sodonghilir
Sodong pakalongan Pakalongan Sodonghilir,-7.482275 108.109708,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.482275,108.109708,0,POINT (108.109708 -7.482275),11.0,Sodonghilir
Kp Pakalongan Pakalongan Sodonghilir,-7.476489 108.100751,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.476489,108.100751,0,POINT (108.100751 -7.476489),11.0,Sodonghilir
