No;Lokasi;Kecamatan_Baru;Titik Koordinat;Lokasi Pemasangan;Kondisi;Jenis PJU;Jenis Tiang;Jenis Lampu
2505;Jl cisauruni Padakembang Padakembang;Tidak Diketahui;-7.3092295 108.1165117;;Baik;PJU Konvensional;Tiang Stang;SON T
2506;Jl saruni tarunggul Saruni Padakembang;Tidak Diketahui;-7.3111866 108.1168111;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2507;Jl saruni Saruni Padakembang;Tidak Diketahui;-7.3144289 108.1175960;;Baik;PJU Konvensional;Tiang Stang;SON T
2508;Jl saruni Sanuri Padakembang;Tidak Diketahui;-7.3153198 108.1182243;;Baik;PJU Konvensional;Tiang Stang;SON T
2509;Jl saruni saruni Padakembang;Tidak Diketahui;-7.3157794 108.1197280;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2510;Jl nyampai Padakembang Padakembang;Tidak Diketahui;-7.2953689 108.1037729;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
2511;Jl Kp hanja Padakembang Padakembang;Tidak Diketahui;-7.2896471 108.1010666;;Baik;PJU Konvensional;Tiang Tunggal;LED
2512;Jl bendungan Padakembang Padakembang;Tidak Diketahui;-7.3044763 108.1080457;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
2513;Jl bendungan Padakembang Padakembang;Tidak Diketahui;-7.3057218 108.1119084;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2514;Jl cisumur Padakembang Padakembang;Tidak Diketahui;-7.2996247 108.1064132;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
2515;Jl baru cisinga Cisaruni Padakembang;Tidak Diketahui;-7.3191754 108.1206611;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2516;Jl JB cisinga Cisaruni Padakembang;Tidak Diketahui;-7.3208165 108.1211637;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2517;Jl baru JB cisinga Cisaruni Padakembang;Tidak Diketahui;-7.3218533 108.1218088;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
2518;Jl cilampung hilir Cilampung hilir Padakembang;Tidak Diketahui;-7.3423514 108.1215003;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2519;Jl cilampung hilir Cilampung hilir Padakembang;Tidak Diketahui;-7.3395565 108.1213779;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2520;Jl cilampung hilir Cilampung hilir Padakembang;Tidak Diketahui;-7.3368185 108.1214041;;Baik;PJU Konvensional;Tiang Stang;SON T
2521;Cilampung hilir Cilampung hilir Padakembang;Tidak Diketahui;-7.3368185 108.1214041;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2522;Babakan nangka Cilampung hilir Padakembang;Tidak Diketahui;-7.344130 108.121291;;Baik;PJU Konvensional;Tiang Stang;SON T
2523;Kp cilampung hilir Cilampung hilir Padakembang;Tidak Diketahui;-7.336896 108.121405;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2524;Jln baru cisinga Cilampung hilir Padakembang;Tidak Diketahui;-7.341908 108.126923;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2525;Jln raya timur spa Cilampun g Padakembang;Tidak Diketahui;-7.345404 108.132573;;Baik;PJU Konvensional;Tiang Tunggal;LED
2526;Jln raya timur spa Cilampung Padakembang;Tidak Diketahui;-7.345408 108.132072;;Baik;PJU Konvensional;Tiang Stang;LED
2527;Jl cb cisinga Cilampung hilir Padakembang;Tidak Diketahui;-7.3332497 108.1238436;;Rusak Berat;PJU Konvensional;Tiang Stang;SON T
2528;Jl baru cisinga Cilampung hilir Padakembang;Tidak Diketahui;-7.3324410 108.1238620;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2529;Jl baru cisinga Cilampung hilir Padakembang;Tidak Diketahui;-7.3296624 108.1238962;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2530;Jl baru cisinga Cilampung hilir Padakembang;Tidak Diketahui;-7.3296624 108.1238962;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2531;Jl codoyong Cilampung hilir Padakembang;Tidak Diketahui;-7.3238645 108.1284254;;Baik;PJU Konvensional;Tiang Tunggal;LED
2532;Jl Sukasari Cisaruni Padakembang;Tidak Diketahui;-7.3215351 108.1288419;;Baik;PJU Konvensional;Tiang Tunggal;LED
2533;Jl rancapaku Rancapaku Padakembang;Tidak Diketahui;-7.3211959 108.1364134;;Baik;PJU Konvensional;Tiang Tunggal;LED
2534;Jl rancapaku Rancapaku Padakembang;Tidak Diketahui;-7.3195920 108.1404702;;Baik;PJU Konvensional;Tiang Tunggal;LED
2535;Jl rancapaku Rancapaku Padakembang;Tidak Diketahui;-7.3189117 108.1411529;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2536;Jl rancapaku Rancapaku Padakembang;Tidak Diketahui;-7.3195448 108.1410174;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2537;Jl sindangsari;Tidak Diketahui;-7.3234339 108.1396532;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2538;Jl rancapaku Rancapaku Padakembang;Tidak Diketahui;-7.3268790 108.1389015;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2539;Jl rancapaku Rancapaku Padakembang;Tidak Diketahui;-7.3281743 108.1385655;;Baik;PJU Konvensional;Tiang Stang;SON T
2540;Jl piranha;Tidak Diketahui;-7.3303720 108.1364764;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2541;Jl gurame;Tidak Diketahui;-7.3288224 108.1363859;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2542;Babakan nangka;Tidak Diketahui;-7.343231 108.121554;;Baik;PJU Konvensional;Tiang Tunggal;LED
2543;Rancapaku;Tidak Diketahui;-7.3160910 108.1457599;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
2544;Jl bereuh;Tidak Diketahui;-7.3217469 108.1334925;;Rusak Berat;PJU Konvensional;Tiang Stang;SON T
2545;Cilampung hilir;Tidak Diketahui;-7.3285341 108.1246412;;Baik;PJU Konvensional;Tiang Stang;SON T
2546;Ju jl baru cisinga;Tidak Diketahui;-7.3285341 108.1243062;;Baik;PJU Konvensional;Tiang Stang;SON T
2547;Jl baru ci Singa;Tidak Diketahui;-7.3286781 108.1236461;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2548;Depan mesjid jami al ali susukan gede;Tidak Diketahui;-7.323416 108.139699;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2549;Cidoyang;Tidak Diketahui;-7.321904 108.133389;;Rusak Berat;PJU Konvensional;Tiang Stang;Mercury
2550;Jl borengas;Tidak Diketahui;-7.3300554 108.1272205;;Baik;PJU Konvensional;Tiang Tunggal;LED
2551;Jl Sukasari;Tidak Diketahui;-7.3215926 108.1287594;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2552;Jl Sukasari;Tidak Diketahui;-7.3214436 108.1327287;;Baik;PJU Konvensional;Tiang Tunggal;LED
2553;Jl rancapaku;Tidak Diketahui;-7.3217516 108.1333761;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
2554;Jl rancapaku;Tidak Diketahui;-7.3212464 108.1362769;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2555;Jl cikubang;Tidak Diketahui;-7.3161708 108.1369814;;Baik;PJU Konvensional;Tiang Tunggal;LED
2556;Jl rancapaku;Tidak Diketahui;-7.3166454 108.1368814;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2557;Jl nangkaleah;Tidak Diketahui;-7.3288992 108.1251075;;Baik;PJU Konvensional;Tiang Stang;SON T
2558;Jl nangkaleah;Tidak Diketahui;-7.3295536 108.1247518;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
2559;Jl rangkaleah;Tidak Diketahui;-7.3295536 108.1247518;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
2560;Jl nangkaleah;Tidak Diketahui;-7.3295599 108.1247951;;Baik;PJU Konvensional;Tiang Tunggal;LED
2561;Jl ciasaruni;Tidak Diketahui;-7.3299537 108.1256252;;Baik;PJU Konvensional;Tiang Double Arm;SON T
2562;Jl baru cisinga;Tidak Diketahui;-7.3269113 108.1230198;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
2563;Jl baru cisinga;Tidak Diketahui;-7.3270632 108.1226828;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2564;Jl bendungan;Tidak Diketahui;-7.2946442 108.1188935;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2565;Jl bendungan;Tidak Diketahui;-7.2978767 108.1224528;;Baik;PJU Konvensional;Tiang Stang;LED
2566;Jl markahaya;Tidak Diketahui;-7.2978767 108.1224528;;Baik;PJU Konvensional;Tiang Tunggal;LED
2567;Jl markahaya;Tidak Diketahui;-7.2966802 108.1210319;;Baik;PJU Konvensional;Tiang Tunggal;LED
2568;Jl bendungan;Tidak Diketahui;-7.3055132 108.1130480;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2569;Jl bendungan;Tidak Diketahui;-7.3057131 108.1135234;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2570;Tawanganteng;Tidak Diketahui;-7.339570 108.121284;;Baik;PJU Konvensional;Tiang Tunggal;LED
2571;Linggaraja;Tidak Diketahui;-7.340115 108.121286;;Baik;PJU Konvensional;Tiang Stang;LED
2572;Jl leuntik;Tidak Diketahui;-7.2945089 108.1062211;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2573;Cimanglid;Tidak Diketahui;-7.118594 108.176377;;Baik;PJU Konvensional;Tiang Stang;LED
2574;Balananjeur;Tidak Diketahui;-7.118368 108.176419;;Rusak Berat;PJU Konvensional;Tiang Stang;Mercury
2575;Balanajeur;Tidak Diketahui;-7.123062 108.173211;;Baik;PJU Konvensional;Tiang Tunggal;LED
2576;Balanjeur;Tidak Diketahui;-7.123303 108.173630;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2577;Balanjeur;Tidak Diketahui;-7.123470 108.174354;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2578;Sukamaju;Tidak Diketahui;-7.130974 108.176960;;Baik;PJU Konvensional;Tiang Stang;SON T
2579;Sukamaju;Tidak Diketahui;-7.131232 108.178925;;Baik;PJU Konvensional;Tiang Stang;SON T
2580;Kp.cimanglid sukadana;Tidak Diketahui;-7.1141691 108.1731352;;Baik;PJU Konvensional;Tiang Stang;Mercury
2581;Kp.pagerageung ds pagerageung;Tidak Diketahui;-7.1139871. 108.1727228;;Baik;PJU Konvensional;Tiang Tunggal;LED
2582;Pagerageung;Tidak Diketahui;-7.1139671 108.1720402;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
2583;Pasar ciawi;Tidak Diketahui;-7.1134331. 108.1696446;;Baik;PJU Konvensional;Tiang Stang;SON T
2584;Pagerageung;Tidak Diketahui;-7.1133593. 108.1691618;;Baik;PJU Konvensional;Tiang Stang;Mercury
2585;Pageragrung;Tidak Diketahui;-7.1139811. 108.1721056;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
2586;Tanjung/ pamipiran;Tidak Diketahui;-7.120794 108.157208;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
2587;Citeureup;Tidak Diketahui;-7.118191 108.147609;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
2588;Cimaja / citerep sukapada;Tidak Diketahui;-7.118386 108.149650;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2589;Pagerageung;Tidak Diketahui;-7.1010690. 108.1624114;;Baik;PJU Konvensional;Tiang Tunggal;LED
2590;Pagerageung kaler;Tidak Diketahui;-7.1098337. 108.1650490;;Baik;PJU Konvensional;Tiang Stang;SON T
2591;Baros;Tidak Diketahui;-7.1105699. 108.1665115;;Baik;PJU Konvensional;Tiang Stang;LED
2592;Baros;Tidak Diketahui;-7.1109512. 108.1674184;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
2593;Pagerageung kaler;Tidak Diketahui;-7.1115018. 108.1684098;;Baik;PJU Konvensional;Tiang Stang;LED
2594;Pageragrung kaler;Tidak Diketahui;-7.1106415. 108.1668290;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2595;Pagerageung;Tidak Diketahui;-7.1130163. 108.1682308;;Baik;PJU Konvensional;Tiang Stang;SON T
2596;Pagerageung;Tidak Diketahui;-7.1100509. 108.1675552;;Baik;PJU Konvensional;Tiang Stang;SON T
2597;Tegalaja;Tidak Diketahui;-7.12626S 108.16105;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
2598;Tegalaja;Tidak Diketahui;-7.12672 108.15972;;Baik;PJU Konvensional;Tiang Tunggal;LED
2599;Mayana;Tidak Diketahui;-7.12677 108.16247;;Baik;PJU Konvensional;Tiang Tunggal;LED
2600;Cisetigirang;Tidak Diketahui;-7.12912 108.16097;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
2601;Ciseuti hilir;Tidak Diketahui;-7.12525S 108.15665;;Rusak Berat;PJU Konvensional;Tiang Stang;LED
2602;Ciseuti hilir;Tidak Diketahui;-7.12911 108.170911;;Baik;PJU Konvensional;Tiang Tunggal;LED
2603;Ciseti girang;Tidak Diketahui;-7.12720 108.16510;;Baik;PJU Konvensional;Tiang Tunggal;LED
2604;Ciseutihilir;Tidak Diketahui;-7.12911 108.014;;Baik;PJU Konvensional;Tiang Tunggal;LED
2605;Cikukuk;Tidak Diketahui;7.13983S 108.17159E;;Baik;PJU Konvensional;Tiang Tunggal;LED
2606;Cihanjaro/cikukuk;Tidak Diketahui;7.13989S 108.17201E;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2607;Margaluyu;Tidak Diketahui;7.12051S 108.20238E;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
2608;Cipacing;Tidak Diketahui;261'w;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
2609;Bbk cikidang cipacing;Tidak Diketahui;326..'NW;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2610;Bbk cikidang cipacing;Tidak Diketahui;295'NW;;Baik;PJU Konvensional;Tiang Tunggal;LED
2611;Cipanas cipacing;Tidak Diketahui;242'SW;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2612;Cipacing;Tidak Diketahui;309'NW;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2613;Pasar ciawi/ pagerageung kulon;Tidak Diketahui;-7.11328 108.16291;;Rusak Berat;PJU Konvensional;Tiang Stang;SON T
2614;Pagerageung;Tidak Diketahui;-7.11179 108.16416;;Baik;PJU Konvensional;Tiang Stang;Mercury
2615;Pagerageung;Tidak Diketahui;-7.11411 108.16190;;Baik;PJU Konvensional;Tiang Stang;Mercury
2616;Tanjaknangsi;Tidak Diketahui;-7.11246 108.16000;;Baik;PJU Konvensional;Tiang Tunggal;LED
2617;Pasantren rt.3/10;Tidak Diketahui;-7.11572 108.16047;;Baik;PJU Konvensional;Tiang Tunggal;LED
2618;Cipacing;Tidak Diketahui;-7.14567 108.16825;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
2619;Cipacing;Tidak Diketahui;7.14866S 108.15825E;;Baik;PJU Konvensional;Tiang Stang;SON T
2620;Cipacing;Tidak Diketahui;7.13746S 108.14046E;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2621;Cipacing;Tidak Diketahui;7.14503S 108.16825E;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2622;Makam genggong spnc;Tidak Diketahui;-7.149025 108.18901;;Baik;PJU Konvensional;Tiang Tunggal;LED
2623;Cibubuhan /sukapancar;Tidak Diketahui;-7.13931 108.17720;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2624;Jln.suryalaya;Tidak Diketahui;-7.1249725 108.2172609;;Baik;PJU Konvensional;Tiang Stang;SON T
2625;Jln.suryalaya;Tidak Diketahui;-7.1250391 108.2173330;;Baik;PJU Konvensional;Tiang Double Arm;SON T
2626;Jln.suryalaya;Tidak Diketahui;-7.1246941 108.2174781;;Baik;PJU Konvensional;Tiang Stang;Mercury
2627;Jln.suryalaya;Tidak Diketahui;-7.1242835 108.2176337;;Baik;PJU Konvensional;Tiang Stang;SON T
2628;Jln.suryalaya;Tidak Diketahui;-7.1232758 108.2186942;;Baik;PJU Konvensional;Tiang Stang;Mercury
2629;Jln.suryalaya;Tidak Diketahui;-7.1233074 108.2189949;;Baik;PJU Konvensional;Tiang Stang;Mercury
2630;Jln.suryalaya;Tidak Diketahui;-7.1230679 108.2192913;;Baik;PJU Konvensional;Tiang Stang;Mercury
2631;Jln.suryalaya;Tidak Diketahui;-7.1234844. 108.2175516;;Baik;PJU Konvensional;Tiang Stang;Mercury
2632;Jln.suryalaya;Tidak Diketahui;-7.1224122 108.2161139;;Baik;PJU Konvensional;Tiang Tunggal;LED
2633;Jln.suryalaya;Tidak Diketahui;-7.1241920 108.2159161;;Baik;PJU Konvensional;Tiang Stang;LED
2634;Ambarayah;Tidak Diketahui;-7.11967 108.19012;;Baik;PJU Konvensional;Tiang Tunggal;LED
2635;Ambarayah;Tidak Diketahui;-7.12069 108.19679;;Baik;PJU Konvensional;Tiang Tunggal;LED
2636;Ambarayah;Tidak Diketahui;-7.12026 108.19160;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2637;Cirogoh;Tidak Diketahui;-7.11748 108.18315;;Baik;PJU Konvensional;Tiang Stang;SON T
2638;Sukamahi;Tidak Diketahui;-7.14409 108.18188;;Baik;PJU Konvensional;Tiang Stang;SON T
2639;Sukamahi sukapancar;Tidak Diketahui;-7.14439 108.18254;;Baik;PJU Konvensional;Tiang Tunggal;LED
2640;Sukamaju;Tidak Diketahui;-7.13103 108.18208;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2641;Ciakar;Tidak Diketahui;-7.131825 108.18315;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
2642;Sukapancar;Tidak Diketahui;-7.14001 108.17936;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
2643;Sukapancar;Tidak Diketahui;-7.13797 108.17567;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
2644;Sukapancar;Tidak Diketahui;"S7'8'31"".E108.'.10'48""";;Baik;PJU Konvensional;Tiang Tunggal;SON T
2645;Cikerenceng;Tidak Diketahui;-7.09631 108.19494;;Baik;PJU Konvensional;Tiang Stang;SON T
2646;Cikerenceng;Tidak Diketahui;-7.10366 108.18827;;Baik;PJU Konvensional;Tiang Stang;SON T
2647;Cikerenceng;Tidak Diketahui;-7.09631 108.19494;;Baik;PJU Konvensional;Tiang Stang;LED
2648;Cikerenceng;Tidak Diketahui;-7.09369 108.19605;;Baik;PJU Konvensional;Tiang Stang;SON T
2649;Cikerenceng;Tidak Diketahui;-7.09369 108.19604;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2650;Tabrik;Tidak Diketahui;-7.11920 108.20018;;Baik;PJU Konvensional;Tiang Stang;SON T
2651;Cibungur;Tidak Diketahui;-7.10513 108.16936;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2652;Kp.datar tanjungsari;Tidak Diketahui;-7.14333 108.21014;;Baik;PJU Konvensional;Tiang Tunggal;LED
2653;Kp datar tanjungsari;Tidak Diketahui;-7.12866 108.20680;;Rusak Berat;PJU Konvensional;Tiang Stang;LED
2654;Nanggewer;Tidak Diketahui;-7.10972 108.16566;;Baik;PJU Konvensional;Tiang Tunggal;LED
2655;Cikoranji;Tidak Diketahui;-7.12416 108.21153;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2656;Nyalenghor;Tidak Diketahui;-7.19400 108.18419;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2657;Cidahu dukapada;Tidak Diketahui;-7.11237 108.17159;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2658;Pasirhelang;Tidak Diketahui;-7.11935 108.19012;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2659;Nanggewet;Tidak Diketahui;-7.09989 108.16195;;Baik;PJU Konvensional;Tiang Tunggal;LED
2660;Batu sirap;Tidak Diketahui;-7.13576 108.19827;;Baik;PJU Konvensional;Tiang Tunggal;LED
2661;Puteran kaler ds puteran;Tidak Diketahui;-7.11902438 108.19933264;;Baik;PJU Konvensional;Tiang Stang;SON T
2662;Puteran kaler;Tidak Diketahui;-7.11859029 108.19690932;;Baik;PJU Konvensional;Tiang Tunggal;LED
2663;Harentang;Tidak Diketahui;-7.10521358 108.21131455;;Baik;PJU Konvensional;Tiang Tunggal;LED
2664;SDN ANGGABUANA.GURANTENG;Tidak Diketahui;-7.10290517 108.21128687;;Baik;PJU Konvensional;Tiang Stang;SON T
2665;Leuwi halang;Tidak Diketahui;-7.09599249 108.21526563;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2666;Cipacing;Tidak Diketahui;-7.14212 108.16036;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2667;Cipacing,Cipacing,Pagerageung;Tidak Diketahui;-7.14212 108.16036;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2668;pju desa pagersari... Kec pagerageung,desa pagersari... Kec pagerageung,Pagerageung;Tidak Diketahui;-7.1281434 108.1682130;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2669;pju desa pagersari... Kec pagerageung,desa pagersari... Kec pagerageung,Pagerageung;Tidak Diketahui;-7.1314349 108.1796506;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2670;.Pju Mesjid Al Hikmah Ds Guranteng Kec Pagerageung,Guranteng Kec Pagerageung,Pagerageung;Tidak Diketahui;-7.0978467 108.1808690;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2671;Jl Guranteng Kec Pagerageung,Ds Guranteng,Pagerageung;Tidak Diketahui;-7.0788598 108.1839317;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2672;Jl Gurnteng,Guranteng,Pagerageung;Tidak Diketahui;-7.0823287 108.1827164;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2673;Jl Pagerageung,Pager ageung,Pagerageung;Tidak Diketahui;-7.1160325 108.1605372;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
2674;Jl sindang barang,Guranteng,Pagerageung;Tidak Diketahui;-7.1393963 108.1773751;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2675;..sukapancar ... Desa sukamaju.. Pagerageung...,Desa sukamaju.. Pagerageung...,Pagerageung;Tidak Diketahui;-7.1373879 108.1802548;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2676;Jl ..sukapancar ... Desa sukamaju.. Pagerageung...,. Desa sukamaju.. Pagerageung...,Pagerageung;Tidak Diketahui;-7.1386371 108.1797542;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2677;Jl.sukapancar ... Desa sukamaju.. Pagerageung...,Desa sukamaju.. Pagerageung...,Pagerageung;Tidak Diketahui;-7.1403291 108.1805827;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
2678;PJU SKU 309L10 BOJONGKAWUNG PAGERAGEUNG,SUKAMAJU,Pagerageung;Tidak Diketahui;-7.1410500 108.1823472;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2679;Jl cicalung,Pagersari,Pagerageung;Tidak Diketahui;-7.1413777 108.2026351;;Rusak Berat;PJU Solar Cell;Tiang Tunggal;LED
2680;PJU KP.SEDALEUWIH PUTERAN,PUTERAN,Pagerageung;Tidak Diketahui;-7.1223460 108.2024457;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
2681;PJU TANJAKNANGSI . PAGERAGEUNG,TANJAKNANGSI . PAGERAGEUNG,Pagerageung;Tidak Diketahui;-7.1126124 108.1599994;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2682;MANGUNREJA,MANGUNREJA,Mangunreja;Tidak Diketahui;-7.362997 108.101845;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2683;mangunreja ,mangunreja,Mangunreja;Tidak Diketahui;-7.362606 108.101826;;Baik;PJU Konvensional;Tiang Stang;SON T
2684;cicarulang ,mangunreja,Mangunreja;Tidak Diketahui;-7.362019 108.098835;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2685;Jl raya mangunreja,Mangunreja,Mangunreja;Tidak Diketahui;-7.365588 108.099365;;Baik;PJU Konvensional;Tiang Stang;SON T
2686;Jl regol,Mangunreja ,Mangunreja;Tidak Diketahui;-7.367275 108.101791;;Baik;PJU Konvensional;Tiang Stang;SON T
2687;Jl kejaksaan ,Sukasukur,Mangunreja;Tidak Diketahui;-7.372162 108.084080;;Baik;PJU Konvensional;Tiang Stang;SON T
2688;Suniasri,sukasukur ,Mangunreja;Tidak Diketahui;-7.372237 108.083137;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2689;Jl warung legok ,Mangunreja ,Mangunreja;Tidak Diketahui;-7.370567 108.096608;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2690;Jl warung legok ,Mangunreja ,Mangunreja;Tidak Diketahui;-7.370540 108.097445;;Baik;PJU Solar Cell;Tiang Tunggal;LED
2691;JL EOR (POS PENCARIAN DAN PERTOLONGAN TASIK,Warung legok ,Mangunreja;Tidak Diketahui;-7.370566 108.089530;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2692;JL EOR (POS PENCARIAN DAN PERTOLONGAN TASIK,Mangunreja ,Mangunreja;Tidak Diketahui;-7.370691 108.089290;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2693;Mangunreja,Mangunreja,Mangunreja;Tidak Diketahui;-7.3655373 108.1019028;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2694;Mangunreja,Mangunreja,Mangunreja;Tidak Diketahui;-7.3656011 108.1018505;;Baik;PJU Konvensional;Tiang Stang;SON T
2695;Mangunreja,Mangunreja,Mangunreja;Tidak Diketahui;-7.3655196 108.1014890;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2696;Jl mangunreja,Mangunreja,Mangunreja;Tidak Diketahui;-7.3655130 108.1014756;;Baik;PJU Konvensional;Tiang Tunggal;SON T
2697;Jl mangunreja,Mangunreja,Mangunreja;Tidak Diketahui;-7.3658827 108.1021311;;Baik;PJU Konvensional;Tiang Stang;SON T
2698;Jalan Mangunreja,Mangunreja,Mangunreja;Tidak Diketahui;-7.3648456 108.1017713;;Baik;PJU Konvensional;Tiang Stang;SON T
2699;Tambakan,Margajaya,Mangunreja;Tidak Diketahui;-7.375349 108.119675;;Baik;PJU Konvensional;Tiang Stang;SON T
2700;Karisma residence,Margajaya,Mangunreja;Tidak Diketahui;-7.377404 108.106456;;Baik;PJU Konvensional;Tiang Stang;SON T
2701;Karisma residence,Margajaya ,Mangunreja;Tidak Diketahui;-7.376187 108.106673;;Baik;PJU Konvensional;Tiang Stang;SON T
2702;Karisma residence,Margajaya,Mangunreja;Tidak Diketahui;-7.376437 108.106663;;Baik;PJU Konvensional;Tiang Stang;SON T
