Titik Koordinat,Kondisi,Jenis PJU,Jenis Tiang,Jenis Lampu,Kecamatan,Kondisi_Biner,Latitude,Longitude,index_right,Kecamatan_Final
-7.211529 108.157962,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.211529,108.157962,32.0,Sukahening
-7.201915 108.136570,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukahening,1,-7.201915,108.13657,32.0,Sukahening
-7.201797 108.135900,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.201797,108.1359,32.0,Sukahening
-7.201752 108.133290,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.201752,108.13329,32.0,Sukahening
-7.201836 108.133100,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukahening,1,-7.201836,108.1331,32.0,Sukahening
-7.201678 108.131730,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukahening,1,-7.201678,108.13173,32.0,Sukahening
-7.200591 108.128840,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,0,-7.200591,108.12884,32.0,Sukahening
-7.200573 108.129080,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukahening,0,-7.200573,108.12908,32.0,Sukahening
-7.200068 108.129500,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.200068,108.1295,32.0,Sukahening
-7.199344 108.129470,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.199344,108.12947,32.0,Sukahening
-7.200358 108.129250,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukahening,1,-7.200358,108.12925,32.0,Sukahening
-7.200788 108.126640,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukahening,1,-7.200788,108.12664,32.0,Sukahening
-7.200641 108.126140,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.200641,108.12614,32.0,Sukahening
-7.203562 108.149730,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukahening,1,-7.203562,108.14973,32.0,Sukahening
-7.204405 108.150180,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.204405,108.15018,32.0,Sukahening
-7.204858 108.151360,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.204858,108.15136,32.0,Sukahening
-7.205400 108.152120,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.2054,108.15212,32.0,Sukahening
-7.205924 108.152400,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,0,-7.205924,108.1524,32.0,Sukahening
-7.203359 108.121350,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukahening,1,-7.203359,108.12135,32.0,Sukahening
-7.206518 108.127080,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukahening,1,-7.206518,108.12708,32.0,Sukahening
-7.207170 108.126840,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukahening,0,-7.20717,108.12684,32.0,Sukahening
-7.207170 108.126840,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukahening,1,-7.20717,108.12684,32.0,Sukahening
-7.207900 108.126690,Rusak Berat,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.2079,108.12669,32.0,Sukahening
-7.209312 108.126760,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukahening,0,-7.209312,108.12676,32.0,Sukahening
-7.206737 108.126990,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.206737,108.12699,32.0,Sukahening
-7.205970 108.127550,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.20597,108.12755,32.0,Sukahening
-7.204143 108.127760,Rusak Berat,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.204143,108.12776,32.0,Sukahening
-7.202171 108.123170,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukahening,1,-7.202171,108.12317,32.0,Sukahening
-7.202962 108.122150,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukahening,1,-7.202962,108.12215,32.0,Sukahening
-7.207679 108.125370,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukahening,0,-7.207679,108.12537,32.0,Sukahening
-7.209850 108.119600,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukahening,0,-7.20985,108.1196,32.0,Sukahening
-7.221391 108.157610,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukahening,1,-7.221391,108.15761,32.0,Sukahening
-7.221400 108.157630,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukahening,1,-7.2214,108.15763,32.0,Sukahening
-7.223297 108.158360,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukahening,1,-7.223297,108.15836,32.0,Sukahening
-7.223296 108.158390,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukahening,1,-7.223296,108.15839,32.0,Sukahening
-7.2130406 108.1606904,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukahening,0,-7.2130406,108.1606904,33.0,Rajapolah
-7.466193 108.202384,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Sukaraja,0,-7.466193,108.202384,18.0,Jatiwaras
-7.466193 108.202384,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Sukaraja,0,-7.466193,108.202384,18.0,Jatiwaras
-7.466192 108.202383,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Sukaraja,0,-7.466192,108.202383,18.0,Jatiwaras
-7.425927 108.168581,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.425927,108.168581,16.0,Sukaraja
-7.425927 108.168581,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Cikalong,1,-7.425927,108.168581,16.0,Sukaraja
-7.431942 108.183132,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.431942,108.183132,16.0,Sukaraja
-7.431839 108.180416,Baik,PJU Konvensional,Tiang Stang,SON T,Sukaraja,0,-7.431839,108.180416,16.0,Sukaraja
-7.435875 108.184126,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.435875,108.184126,16.0,Sukaraja
-7.425927 108.168581,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,1,-7.425927,108.168581,16.0,Sukaraja
-7.438638 108.183652,Baik,PJU Konvensional,Tiang Stang,SON T,Sukaraja,0,-7.438638,108.183652,16.0,Sukaraja
-7.415171 108.182147,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.415171,108.182147,16.0,Sukaraja
-7.449196 108.174266,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.449196,108.174266,16.0,Sukaraja
-7.447739 108.185612,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.447739,108.185612,16.0,Sukaraja
-7.412183 108.179555,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.412183,108.179555,16.0,Sukaraja
-7.450104 108.187260,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.450104,108.18726,16.0,Sukaraja
-7.449987 108.173803,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.449987,108.173803,16.0,Sukaraja
-7.451707 108.190083,Baik,PJU Konvensional,Tiang Stang,SON T,Sukaraja,0,-7.451707,108.190083,16.0,Sukaraja
-7.451241 108.189365,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.451241,108.189365,16.0,Sukaraja
-7.451653 108.189126,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Sukaraja,0,-7.451653,108.189126,16.0,Sukaraja
-7.449684 108.195372,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.449684,108.195372,16.0,Sukaraja
-7.449889 108.195146,Baik,PJU Konvensional,Tiang Stang,LED,Sukaraja,0,-7.449889,108.195146,16.0,Sukaraja
-7.405973 108.176507,Baik,PJU Konvensional,Tiang Stang,SON T,Sukaraja,0,-7.405973,108.176507,16.0,Sukaraja
-7.405380 108.170845,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.40538,108.170845,16.0,Sukaraja
-7.451566 108.194085,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.451566,108.194085,16.0,Sukaraja
-7.452189 108.194070,Baik,PJU Konvensional,Tiang Stang,SON T,Sukaraja,0,-7.452189,108.19407,16.0,Sukaraja
-7.452010 108.194552,Baik,PJU Konvensional,Tiang Stang,SON T,Sukaraja,0,-7.45201,108.194552,16.0,Sukaraja
-7.452142 108.194697,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.452142,108.194697,16.0,Sukaraja
-7.454401 108.194058,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Sukaraja,0,-7.454401,108.194058,16.0,Sukaraja
-7.453056 108.194155,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.453056,108.194155,16.0,Sukaraja
-7.452293 108.196354,Baik,PJU Konvensional,Tiang Stang,Mercury,Sukaraja,0,-7.452293,108.196354,16.0,Sukaraja
-7.450887 108.194154,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukaraja,1,-7.450887,108.194154,16.0,Sukaraja
-7.455162 108.193523,Baik,PJU Konvensional,Tiang Stang,SON T,Sukaraja,0,-7.455162,108.193523,16.0,Sukaraja
-7.4312715 108.1351028,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Sukaraja,0,-7.4312715,108.1351028,16.0,Sukaraja
-7.461845 108.195193,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukaraja,1,-7.461845,108.195193,16.0,Sukaraja
-7.465057 108.195686,Rusak Berat,PJU Konvensional,Tiang Stang,SON T,Sukaraja,1,-7.465057,108.195686,16.0,Sukaraja
-7.410777 108.179660,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.410777,108.17966,16.0,Sukaraja
-7.4334834 108.1358200,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Sukaraja,0,-7.4334834,108.13582,16.0,Sukaraja
-7.412704 108.178903,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.412704,108.178903,16.0,Sukaraja
-7.412937 108.177022,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Sukaraja,0,-7.412937,108.177022,16.0,Sukaraja
-7.408377 108.170600,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.408377,108.1706,16.0,Sukaraja
-7.410690 108.172110,Baik,PJU Konvensional,Tiang Stang,SON T,Sukaraja,0,-7.41069,108.17211,16.0,Sukaraja
-7.410690 108.172110,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.41069,108.17211,16.0,Sukaraja
-7.466193 108.202384,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.466193,108.202384,18.0,Jatiwaras
-7.4449783 108.1833772,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Sukaraja,0,-7.4449783,108.1833772,16.0,Sukaraja
-7.4469304 108.1851991,Baik,PJU Konvensional,Tiang Tunggal,Mercury,Sukaraja,0,-7.4469304,108.1851991,16.0,Sukaraja
-7.4125237 108.1796194,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.4125237,108.1796194,16.0,Sukaraja
-7.4028120 108.1787651,Baik,PJU Konvensional,Tiang Stang,SON T,Sukaraja,0,-7.402812,108.1787651,16.0,Sukaraja
-7.3992518 108.1806467,Rusak Ringan,PJU Konvensional,Tiang Stang,SON T,Sukaraja,1,-7.3992518,108.1806467,16.0,Sukaraja
-7.4393506 108.1673389,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.4393506,108.1673389,16.0,Sukaraja
-7.4423706 108.1644234,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.4423706,108.1644234,16.0,Sukaraja
-7.4403373 108.1638115,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.4403373,108.1638115,16.0,Sukaraja
-7.4520308 108.1943307,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.4520308,108.1943307,16.0,Sukaraja
-7.4520594 108.1981414,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,1,-7.4520594,108.1981414,16.0,Sukaraja
-7.4530820 108.1900707,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,Sukaraja,1,-7.453082,108.1900707,16.0,Sukaraja
-7.4425640 108.1921383,Baik,PJU Solar Cell,Tiang Stang,LED,Sukaraja,0,-7.442564,108.1921383,16.0,Sukaraja
-7.4735903 108.1925752,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.4735903,108.1925752,16.0,Sukaraja
-7.4842598 108.1932598,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukaraja,1,-7.4842598,108.1932598,16.0,Sukaraja
-7.4762949 108.1948524,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.4762949,108.1948524,16.0,Sukaraja
-7.4794008 108.1812777,Baik,PJU Konvensional,Tiang Stang,SON T,Sukaraja,0,-7.4794008,108.1812777,16.0,Sukaraja
-7.4607132 108.1726447,Rusak Ringan,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,1,-7.4607132,108.1726447,16.0,Sukaraja
-7.4613382 108.1847367,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,1,-7.4613382,108.1847367,16.0,Sukaraja
-7.4205210 108.1839669,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.420521,108.1839669,16.0,Sukaraja
-7.4419560 108.1832481,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.441956,108.1832481,16.0,Sukaraja
-7.4389553 108.1669778,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,1,-7.4389553,108.1669778,16.0,Sukaraja
-7.4492622 108.1741906,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.4492622,108.1741906,16.0,Sukaraja
-7.4512752 108.1893910,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaraja,0,-7.4512752,108.189391,16.0,Sukaraja
-7.4531139 108.1917728,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,0,-7.4531139,108.1917728,16.0,Sukaraja
-7.4614356 108.1847129,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukaraja,1,-7.4614356,108.1847129,16.0,Sukaraja
-7.360953 108.128403,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.360953,108.128403,25.0,Sukarame
-7.361157 108.128340,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.361157,108.12834,25.0,Sukarame
-7.361608 108.127908,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.361608,108.127908,25.0,Sukarame
-7.356808 108.125720,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.356808,108.12572,25.0,Sukarame
-7.357268 108.125807,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.357268,108.125807,25.0,Sukarame
-7.3820539 108.1432000,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.3820539,108.1432,25.0,Sukarame
-7.385347 108.152567,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.385347,108.152567,25.0,Sukarame
-7.383821 108.147822,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,1,-7.383821,108.147822,25.0,Sukarame
-7.382154 108.145672,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.382154,108.145672,25.0,Sukarame
-7.381512 108.145661,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.381512,108.145661,25.0,Sukarame
-7.385107 108.151144,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukarame,0,-7.385107,108.151144,25.0,Sukarame
-7.383969 108.148768,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.383969,108.148768,25.0,Sukarame
-7.382031 108.144859,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.382031,108.144859,25.0,Sukarame
-7.382443 108.146016,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.382443,108.146016,25.0,Sukarame
-7.383206 108.145769,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.383206,108.145769,25.0,Sukarame
-7.369548 108.136876,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.369548,108.136876,25.0,Sukarame
-7.364119 108.143196,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,1,-7.364119,108.143196,25.0,Sukarame
-7.364980 108.138940,Baik,PJU Konvensional,Tiang Double Arm,LED,Sukarame,0,-7.36498,108.13894,25.0,Sukarame
-7.363872 108.137717,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukarame,0,-7.363872,108.137717,25.0,Sukarame
-7.348334 108.080775,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukarame,0,-7.348334,108.080775,26.0,Cigalontang
-7.3610261 108.1286648,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3610261,108.1286648,25.0,Sukarame
-7.3532612 108.1378477,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3532612,108.1378477,25.0,Sukarame
-7.3536373 108.1384455,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3536373,108.1384455,25.0,Sukarame
-7.3837674 108.1478835,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,1,-7.3837674,108.1478835,25.0,Sukarame
-7.3819982 108.1440433,Rusak Ringan,PJU Konvensional,Tiang Stang,SON T,Sukarame,1,-7.3819982,108.1440433,25.0,Sukarame
-7.3820225 108.1448382,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3820225,108.1448382,25.0,Sukarame
-7.3826795 108.1467654,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3826795,108.1467654,25.0,Sukarame
-7.3814702 108.1457723,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3814702,108.1457723,25.0,Sukarame
-7.3854282 108.1523853,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,1,-7.3854282,108.1523853,25.0,Sukarame
-7.372176 108.130930,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukarame,1,-7.372176,108.13093,25.0,Sukarame
-7.3772498 108.1366407,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3772498,108.1366407,25.0,Sukarame
-7.3768245 108.1367477,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3768245,108.1367477,25.0,Sukarame
-7.3913595 108.1683156,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3913595,108.1683156,25.0,Sukarame
-7.3907817 108.1670503,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3907817,108.1670503,25.0,Sukarame
-7.3694848 108.1369428,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3694848,108.1369428,25.0,Sukarame
-7.3690000 108.1349543,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.369,108.1349543,25.0,Sukarame
-7.3654944 108.1397705,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,1,-7.3654944,108.1397705,25.0,Sukarame
-7.3650169 108.1420152,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3650169,108.1420152,25.0,Sukarame
-7.3635153 108.1379366,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukarame,0,-7.3635153,108.1379366,25.0,Sukarame
-7.3685295 108.1421500,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3685295,108.14215,25.0,Sukarame
-7.3723367 108.1494151,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.3723367,108.1494151,25.0,Sukarame
-7.3653753 108.1370903,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3653753,108.1370903,25.0,Sukarame
-7.3648520 108.1389397,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.364852,108.1389397,25.0,Sukarame
-7.3761126 108.1459024,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3761126,108.1459024,25.0,Sukarame
-7.3636918 108.1368241,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukarame,0,-7.3636918,108.1368241,25.0,Sukarame
-7.3602404 108.1352507,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukarame,0,-7.3602404,108.1352507,25.0,Sukarame
-7.3627468 108.1328746,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3627468,108.1328746,25.0,Sukarame
-7.3634401 108.1356359,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.3634401,108.1356359,25.0,Sukarame
-7.3622853 108.1339283,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.3622853,108.1339283,25.0,Sukarame
-7.3605715 108.1330056,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.3605715,108.1330056,25.0,Sukarame
-7.3607222 108.1305112,Rusak Ringan,PJU Konvensional,Tiang Tunggal,LED,Sukarame,1,-7.3607222,108.1305112,25.0,Sukarame
-7.3610002 108.1280362,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3610002,108.1280362,25.0,Sukarame
-7.3617935 108.1278940,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.3617935,108.127894,25.0,Sukarame
-7.3615215 108.1282511,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3615215,108.1282511,25.0,Sukarame
-7.3617363 108.1282524,Baik,PJU Konvensional,Tiang Stang,LED,Sukarame,0,-7.3617363,108.1282524,25.0,Sukarame
-7.3818103 108.1401205,Rusak Ringan,PJU Konvensional,Tiang Tunggal,LED,Sukarame,1,-7.3818103,108.1401205,25.0,Sukarame
-7.3822083 108.1396092,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3822083,108.1396092,25.0,Sukarame
-7.3820441 108.1431518,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3820441,108.1431518,25.0,Sukarame
-7.3823523 108.1432530,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3823523,108.143253,25.0,Sukarame
-7.3828707 108.1432312,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.3828707,108.1432312,25.0,Sukarame
-7.3833122 108.1428893,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3833122,108.1428893,25.0,Sukarame
-7.3835632 108.1432547,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.3835632,108.1432547,25.0,Sukarame
-7.3814240 108.1457022,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.381424,108.1457022,25.0,Sukarame
-7.3594503 108.1315747,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3594503,108.1315747,25.0,Sukarame
-7.3592003 108.1307288,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.3592003,108.1307288,25.0,Sukarame
-7.3591893 108.1304656,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3591893,108.1304656,25.0,Sukarame
-7.3706921 108.1287118,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3706921,108.1287118,25.0,Sukarame
-7.3691563 108.1343307,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukarame,0,-7.3691563,108.1343307,25.0,Sukarame
-7.1733586 108.1849731,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.1733586,108.1849731,38.0,Sukaresik
-7.3634474 108.1389457,Rusak Berat,PJU Konvensional,Tiang Stang,Mercury,Sukarame,1,-7.3634474,108.1389457,25.0,Sukarame
-7.3652277 108.1374642,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3652277,108.1374642,25.0,Sukarame
-7.382185 108.168620,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.382185,108.16862,25.0,Sukarame
-7.382429 108.169383,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.382429,108.169383,25.0,Sukarame
-7.382971 108.170121,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukarame,0,-7.382971,108.170121,25.0,Sukarame
-7.381591 108.170205,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukarame,0,-7.381591,108.170205,25.0,Sukarame
-7.383541 108.171139,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.383541,108.171139,25.0,Sukarame
-7.383861 108.171583,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.383861,108.171583,25.0,Sukarame
-7.360758 108.128680,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.360758,108.12868,25.0,Sukarame
-7.385243 108.151315,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukarame,0,-7.385243,108.151315,25.0,Sukarame
-7.382038 108.144765,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.382038,108.144765,25.0,Sukarame
-7.385285 108.153726,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,1,-7.385285,108.153726,25.0,Sukarame
-7.385446 108.152371,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,1,-7.385446,108.152371,25.0,Sukarame
-7.384456 108.149721,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.384456,108.149721,25.0,Sukarame
-7.365423 108.139873,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,1,-7.365423,108.139873,25.0,Sukarame
-7.362283 108.133932,Baik,PJU Konvensional,Tiang Stang,SON T,Sukarame,0,-7.362283,108.133932,25.0,Sukarame
-7.368517 108.142169,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.368517,108.142169,25.0,Sukarame
-7.390705 108.167128,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.390705,108.167128,25.0,Sukarame
-7.3650192 108.1421500,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3650192,108.14215,25.0,Sukarame
-7.3653457 108.1399013,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,1,-7.3653457,108.1399013,25.0,Sukarame
-7.3592079 108.1304247,Baik,PJU Konvensional,Tiang Tunggal,SON T,Sukarame,0,-7.3592079,108.1304247,25.0,Sukarame
-7.2775851 108.1689241,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaratu,0,-7.2775851,108.1689241,30.0,Sukaratu
-7.2826628 108.1694646,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,Sukaratu,1,-7.2826628,108.1694646,30.0,Sukaratu
-7.3150126 108.1452069,Baik,PJU Konvensional,Tiang Tunggal,LED,Sukaratu,0,-7.3150126,108.1452069,30.0,Sukaratu
